movie_title,title_year,duration,content_rating,gross,budget,country,director_name,actor_main,director_facebook_likes,actor_main_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,facenumber_in_poster,imdb_score,Financial_Success
Secret Window,2004,96,PG-13,47781388,40000000,USA,David Koepp,Johnny Depp,300,40000,41293,10000,73752,1,6.6,1
The Lake House,2006,99,PG,52320979,40000000,USA,Alejandro Agresti,Keanu Reeves,300,18000,18693,10000,57160.5,0,6.8,1
The Skeleton Key,2005,104,PG-13,47806295,43000000,USA,Iain Softley,Gena Rowlands,300,2000,5000,10000,43723.5,0,6.5,1
The Odd Life of Timothy Green,2012,105,PG,51853450,25000000,USA,Peter Hedges,Jennifer Garner,300,3000,9069,11000,18699,0,6.6,1
Made of Honor,2008,101,PG-13,46012734,40000000,USA,Paul Weiland,Busy Philipps,300,2000,5000,3000,27210.5,2,5.8,1
Jersey Boys,2014,134,R,47034272,40000000,USA,Clint Eastwood,Johnny Cannizzaro,16000,2000,5000,16000,12732.5,1,6.9,1
The Rainmaker,1997,135,PG-13,45856732,40000000,USA,Francis Ford Coppola,Matt Damon,300,13000,16762,10000,23110.5,1,7.1,1
Gothika,2003,98,R,59588068,40000000,USA,Mathieu Kassovitz,Robert Downey Jr.,326,21000,22318,10000,44778.5,1,5.8,1
Amistad,1997,155,R,44175394,36000000,USA,Steven Spielberg,Anthony Hopkins,14000,12000,37570,10000,28254.5,2,7.2,1
Medicine Man,1992,106,PG-13,45500797,40000000,USA,John McTiernan,Lorraine Bracco,323,2000,5000,694,8721.5,2,6,1
Aliens vs. Predator: Requiem,2007,102,R,41797066,40000000,USA,Colin Strause,Sam Trammell,300,2000,5000,10000,46394.5,0,4.7,1
Rióhie Rióh,1994,95,PG,38087756,40000000,USA,Donald Petrie,Macaulay Culkin,100,1500,2500,2500,24806,1,5.2,0
Autumn in New York,2000,103,PG-13,37752931,40000000,USA,Joan Chen,J.K. Simmons,443,12000,13469,2500,10100.5,2,5.5,0
Paul,2011,109,R,37371385,40000000,USA,Greg Mottola,Bobby Lee,100,1000,2500,10500,96231,0,7,0
The Guilt Trip,2012,95,PG-13,37101011,40000000,USA,Anne Fletcher,Miriam Margolyes,100,1000,2500,2500,15197,1,5.8,0
Scream 4,2011,111,R,38176892,40000000,USA,Wes Craven,Alison Brie,100,1000,2500,6500,52059.5,0,6.2,0
8MM,1999,123,R,36283504,40000000,Germany,Joel Schumacher,Nicolas Cage,341,6000,6485,2500,52282,1,6.5,0
The Doors,1991,140,R,35183792,38000000,USA,Oliver Stone,Michael Wincott,100,1000,2500,2500,34079.5,1,7.2,0
Sex Tape,2014,94,R,38543473,40000000,USA,Jake Kasdan,James Wilcox,100,1000,2500,2500,42191,2,5.1,0
Hanging Up,2000,94,PG-13,36037909,60000000,Germany,Diane Keaton,Adam Arkin,100,1000,2500,2500,5066,3,4.7,0
Final Destination 5,2011,92,R,42575718,40000000,USA,Steven Quale,Emma Bell,300,2000,5000,20000,41894,0,5.9,1
Mickey Blue Eyes,1999,102,PG-13,33864342,40000000,UK,Kelly Makin,Jeanne Tripplehorn,100,1000,2500,2500,14984,1,5.8,0
Pay It Forward,2000,123,PG-13,33508922,40000000,USA,Mimi Leder,Kevin Spacey,100,9000,11960,4000,47930,2,7.2,0
Fever Pitch,2005,104,PG-13,42071069,30000000,USA,Bobby Farrelly,Jimmy Fallon,300,2000,5000,10000,18111.5,1,6.2,1
Drillbit Taylor,2008,102,PG-13,32853640,40000000,USA,Steven Brill,Lisa Ann Walter,100,1000,2500,175.5,25099.5,1,5.7,0
A Million Ways to Die in the West,2014,136,R,42615685,40000000,USA,Seth MacFarlane,Liam Neeson,3000,14000,28927,24000,68046.5,3,6.1,1
The Shadow,1994,93,PG-13,32055248,25000000,USA,Russell Mulcahy,Jonathan Winters,300,2000,5000,10000,9361.5,0,6,1
Extremely Loud & Incredibly Close,2011,129,PG-13,31836745,40000000,USA,Stephen Daldry,Tom Hanks,135,7500,7797.5,9750,40649,1,6.9,0
Morning Glory,2010,107,PG-13,30993544,40000000,USA,Roger Michell,Noah Bean,100,1000,2500,2500,29435.5,0,6.5,0
Get Rich or Die Tryin',2005,117,R,30981850,40000000,USA,Jim Sheridan,50 Cent,100,1000,2500,2500,17917,0,5,0
The Art of War,2000,116,R,30199105,40000000,USA,Christian Duguay,Michael Biehn,100,1000,2500,2500,12673,0,5.7,0
Rent,2005,135,PG-13,29077547,40000000,USA,Chris Columbus,Rosario Dawson,100,1500,2958.5,750,20842.5,1,7,0
Bless the Child,2000,107,R,29374178,40000000,USA,Chuck Russell,Rufus Sewell,100,1500,2500,2500,6046.5,0,5.1,0
The Out-of-Towners,1999,90,PG-13,28535768,40000000,USA,Sam Weisman,Oliver Hudson,100,1000,2500,2500,5223,2,5.3,0
The Island of Dr. Moreau,1996,99,PG-13,27663982,40000000,USA,John Frankenheimer,Marlon Brando,100,5000,5234.5,2500,13025.5,2,4.4,0
The Musketeer,2001,104,PG-13,27053815,40000000,Germany,Peter Hyams,Catherine Deneuve,100,1000,2500,2500,6428,0,4.7,0
The Other Boleyn Girl,2008,115,PG-13,26814957,35000000,UK,Justin Chadwick,Natalie Portman,100,10000,38911.5,2500,42178.5,3,6.7,0
Sweet November,2001,119,PG-13,25178165,40000000,USA,Pat O'Connor,Keanu Reeves,100,9000,14742,2000,35146,1,6.7,0
The Reaping,2007,99,R,25117498,40000000,USA,Stephen Hopkins,Stephen Rea,100,1000,2500,2500,18706,0,5.7,0
Renaissance Man,1994,128,PG-13,24332324,40000000,USA,Penny Marshall,Ed Begley Jr.,345,1000,2500,170,6915,1,6.1,0
Colombiana,2011,112,PG-13,36665854,40000000,France,Olivier Megaton,Jordi Mollα,100,1000,2500,3750,38249,0,6.4,0
The Magic Sword: Quest for Camelot,1998,86,G,22717758,40000000,USA,Frederik Du Chau,Gary Oldman,100,5000,7137.5,2500,5578,0,6.2,0
City by the Sea,2002,108,R,22433915,60000000,USA,Michael Caton-Jones,Robert De Niro,100,11000,17188.5,2500,10659.5,1,6.2,0
At First Sight,1999,128,PG-13,22326247,60000000,USA,Irwin Winkler,Mira Sorvino,100,1000,2500,2500,5616,1,5.9,0
Torque,2004,84,PG-13,21176322,40000000,USA,Joseph Kahn,Dane Cook,100,1000,2519.5,2500,11873.5,0,4,0
City Hall,1996,111,R,20300000,40000000,USA,Harold Becker,Al Pacino,100,7000,8938.5,2500,8370.5,2,6.2,0
Showgirls,1995,131,NC-17,20302961,45000000,France,Paul Verhoeven,Bobbie Phillips,519,8000,9456.5,2500,24937,0,4.6,0
Marie Antoinette,2006,123,PG-13,15962471,40000000,USA,Sofia Coppola,Kirsten Dunst,100,2000,3621.5,2500,39946,1,6.4,0
Kiss of Death,1995,101,R,14942422,40000000,USA,Barbet Schroeder,Nicolas Cage,100,6000,7004,138.75,7113,3,5.9,0
Get Carter,2000,102,R,14967182,40000000,USA,Stephen Kay,Sylvester Stallone,100,6500,7231.5,151,13652.5,1,5.1,0
The Impossible,2012,114,PG-13,18996755,45000000,Spain,J.A. Bayona,Naomi Watts,100,3000,3549.5,13500,72635,0,7.6,0
Ishtar,1987,107,PG-13,14375181,51000000,USA,Elaine May,Carol Kane,100,1000,2500,188.5,4346,2,4.2,0
Fantastic Mr. Fox,2009,87,PG,20999103,40000000,USA,Wes Anderson,Bill Murray,100,6500,12385,3750,69557,0,7.8,0
Life or Something Like It,2002,103,PG-13,14448589,40000000,USA,Stephen Herek,Angelina Jolie Pitt,100,5500,6283,208.75,9682,2,5.8,0
Memoirs of an Invisible Man,1992,99,PG-13,14358033,40000000,USA,John Carpenter,Richard Epcar,100,1000,2500,157.5,8682.5,2,5.9,0
AmΘlie,2001,122,R,33201661,77000000,France,Jean-Pierre Jeunet,Mathieu Kassovitz,100,1000,2500,9750,267131,0,8.4,0
New York Minute,2004,91,PG,14018364,30000000,USA,Dennie Gordon,Mary-Kate Olsen,100,1000,2500,212.25,8861,1,4.8,0
Alfie,2004,103,R,13395939,60000000,UK,Charles Shyer,Omar Epps,100,1000,2500,2500,21721,4,6.2,0
Big Miracle,2012,107,PG,20113965,40000000,USA,Ken Kwapis,Ted Danson,100,1000,2500,2500,7615.5,3,6.5,0
The Deep End of the Ocean,1999,106,PG-13,13376506,40000000,USA,Ulu Grosbard,Alexa PenaVega,100,1000,2500,144.75,5206.5,1,6.3,0
Feardotcom,2002,101,R,13208023,42000000,UK,William Malone,Natascha McElhone,100,1000,2500,153,8654.5,1,3.3,0
Cirque du Freak: The Vampire's Assistant,2009,109,PG-13,13838130,40000000,USA,Paul Weitz,Josh Hutcherson,100,7000,10251.5,2500,17995,3,5.9,0
Victor Frankenstein,2015,110,PG-13,5773519,40000000,USA,Paul McGuigan,Daniel Radcliffe,100,5500,6438,2750,14309,2,6,0
Duplex,2003,89,PG-13,9652000,40000000,USA,Danny DeVito,Justin Theroux,100,1000,2500,2500,23102.5,0,5.8,0
Raise the Titanic,1980,119,PG,7000000,36000000,UK,Jerry Jameson,M. Emmet Walsh,100,1000,2500,2500,1466.5,0,4.7,0
Universal Soldier: The Return,1999,83,R,10431220,24000000,USA,Mic Rodgers,Michael Jai White,100,1000,2500,2500,12108,0,4.1,0
Pandorum,2009,108,R,10326062,33000000,Germany,Christian Alvart,Norman Reedus,100,6000,7063.5,2500,60716,0,6.8,0
Impostor,2001,102,R,6114237,40000000,USA,Gary Fleder,Gary Dourdan,100,1000,2500,223,9993,4,6.2,0
Extreme Ops,2002,93,PG-13,4835968,40000000,UK,Christian Duguay,Rufus Sewell,100,1500,2500,2500,2410.5,0,4.5,0
Just Visiting,2001,84,PG-13,4777007,40000000,France,Jean-Marie PoirΘ,Bridgette Wilson-Sampras,100,1000,2500,141.25,7565,3,5.8,0
Sunshine,2007,107,R,3675072,26000000,UK,Danny Boyle,Chris Evans,100,5500,5811.5,3750,95066,0,7.3,0
A Thousand Words,2012,91,PG-13,18438149,40000000,USA,Brian Robbins,John Gatins,100,1000,2500,2500,15421,8,5.9,0
Delgo,2008,94,PG,511920,40000000,USA,Marc F. Adler,Eric Idle,100,1000,2500,2500,1229,1,4.4,0
The Gunman,2015,115,R,10640645,40000000,USA,Pierre Morel,Ray Winstone,100,1000,2500,2500,14214.5,0,5.8,0
Alex Rider: Operation Stormbreaker,2006,93,PG,652526,40000000,Germany,Geoffrey Sax,Alex Pettyfer,100,7500,7819,205.75,10100.5,3,5.1,0
Disturbia,2007,105,PG-13,80050171,20000000,USA,D.J. Caruso,Sarah Roemer,300,2000,5000,10000,93491,0,6.9,1
Hackers,1995,107,PG-13,7564000,20000000,USA,Iain Softley,Angelina Jolie Pitt,100,5500,6910.5,3000,27325,1,6.2,0
The Hunting Party,2007,101,R,876671,25000000,USA,Richard Shepard,James Brolin,100,1000,2500,2500,11005,2,6.9,0
The Hudsucker Proxy,1994,111,PG,2869369,30000000,UK,Joel Coen,Jennifer Jason Leigh,100,1000,2500,2500,32737,2,7.3,0
The Warlords,2007,113,R,128978,40000000,Hong Kong,Peter Ho-Sun Chan,Jet Li,100,2500,3133.5,2500,11448.5,2,7.1,0
Snowpiercer,2013,126,R,4563029,39200000,South Korea,Joon-ho Bong,Chris Evans,384,5500,6143,14500,90736,5,7,0
The Crow,1994,98,R,50693162,23000000,USA,Alex Proyas,Michael Wincott,300,2000,5000,15000,68290,0,7.6,1
The Time Traveler's Wife,2009,107,PG-13,63411478,39000000,USA,Robert Schwentke,Arliss Howard,300,2000,5000,13000,57462.5,1,7.1,1
The Fast and the Furious,2001,106,PG-13,144512310,38000000,USA,Rob Cohen,Paul Walker,357,23000,45327,14000,136113.5,2,6.7,1
Frankenweenie,2012,87,PG,35287788,39000000,USA,Tim Burton,Martin Landau,12800,1000,2500,6250,36943,0,7,0
Serenity,2005,119,PG-13,25335935,40000000,USA,Joss Whedon,Adam Baldwin,100,1000,2500,3500,121299.5,0,8,0
Against the Ropes,2004,110,PG-13,5881504,39000000,USA,Charles S. Dutton,Omar Epps,334,1000,2500,2500,2958.5,2,5.3,0
Superman III,1983,125,PG,60000000,39000000,UK,Richard Lester,Margot Kidder,300,2000,5000,10000,24967,1,4.9,1
Grudge Match,2013,113,PG-13,29802761,40000000,USA,Peter Segal,Robert De Niro,100,11000,18004.5,3000,23240,1,6.4,0
Red Cliff,2008,150,R,626809,553632000,China,John Woo,Takeshi Kaneshiro,410,1000,2500,2500,18447,4,7.4,0
Sweet Home Alabama,2002,108,PG-13,127214072,38000000,USA,Andy Tennant,Ethan Embry,300,2000,5000,10000,41893,1,6.1,1
The Ugly Truth,2009,96,R,88915214,38000000,USA,Robert Luketic,Gerard Butler,300,18000,22436,9000,81832.5,2,6.5,1
Sgt. Bilko,1996,93,PG,30400000,39000000,USA,Jonathan Lynn,Austin Pendleton,100,1000,2500,2500,8905,2,5.7,0
Spy Kids 2: Island of Lost Dreams,2002,100,PG,85570368,38000000,USA,Robert Rodriguez,Steve Buscemi,300,12000,18291,10000,22442.5,1,5.1,1
Star Trek: Generations,1994,118,PG,75668868,35000000,USA,David Carson,LeVar Burton,300,2000,6427,10000,30252,0,6.6,1
The Grandmaster,2013,122,PG-13,6594136,38600000,Hong Kong,Kar-Wai Wong,Tony Chiu Wai Leung,100,1000,2500,3250,12278.5,1,6.5,0
Water for Elephants,2011,120,PG-13,58700247,38000000,USA,Francis Lawrence,Robert Pattinson,508,21000,36062,33000,47683.5,1,6.9,1
The Hurricane,1999,146,R,50668906,38000000,USA,Norman Jewison,Denzel Washington,300,18000,20516,10000,38008,0,7.6,1
Enough,2002,115,PG-13,39177215,38000000,USA,Michael Apted,Bill Cobbs,100,1000,2500,2500,15333.5,1,5.6,0
Heartbreakers,2001,123,PG-13,40334024,35000000,USA,David Mirkin,Sarah Silverman,300,2000,5000,989,22084,3,6.2,1
Paul Blart: Mall Cop 2,2015,94,PG,71038190,30000000,USA,Andy Fickman,D.B. Woodside,300,2000,5000,8000,11736.5,1,4.4,1
Angel Eyes,2001,102,R,24044532,38000000,USA,Luis Mandoki,Sonia Braga,100,1000,2500,172.25,9843,0,5.6,0
Joe Somebody,2001,98,PG,22770864,38000000,USA,John Pasquin,Jim Belushi,100,1000,2500,2500,4216.5,1,5.5,0
The Ninth Gate,1999,133,R,18653746,38000000,Spain,Roman Polanski,Johnny Depp,1800,20000,21172,2500,68861,1,6.7,0
Extreme Measures,1996,118,R,17305211,38000000,USA,Michael Apted,J.K. Simmons,100,12000,12273.5,2500,7033,0,6.1,0
Rock Star,2001,105,R,16991902,57000000,USA,Stephen Herek,Beth Grant,100,1000,2500,2500,17296,0,6.2,0
Precious,2009,109,R,47536959,10000000,USA,Lee Daniels,Mo'Nique,304,2000,5000,12000,43477.5,0,7.3,1
White Squall,1996,129,PG-13,10300000,38000000,USA,Ridley Scott,Jeff Bridges,100,6000,8118.5,227.75,8929.5,4,6.6,0
The Thing,1982,109,R,13782838,15000000,USA,John Carpenter,Wilford Brimley,100,1000,2500,5750,129039,0,8.2,0
Riddick,2013,127,R,41997790,38000000,USA,David Twohy,Vin Diesel,300,14000,17551,39000,62652.5,0,6.4,1
Switchback,1997,118,R,6482195,37000000,USA,Jeb Stuart,Gregory Scott Cummins,100,1000,2500,2500,4870,1,6.4,0
Texas Rangers,2001,110,PG-13,623374,38000000,USA,Steve Miner,Tom Skerritt,100,1000,2500,2500,2378.5,2,5.2,0
City of Ember,2008,90,PG,7871693,55000000,USA,Gil Kenan,Bill Murray,100,6500,7747,2500,26454,0,6.5,0
The Master,2012,144,R,16377274,32000000,USA,Paul Thomas Anderson,Mike Howard,100,1000,2500,6750,52572,31,7.1,0
The Express,2008,130,PG,9589875,40000000,USA,Gary Fleder,Dennis Quaid,100,1000,2581,2500,8336.5,0,7.3,0
The 5th Wave,2016,112,PG-13,34912982,38000000,USA,J Blakeson,Chloδ Grace Moretz,100,8500,9987,3500,27808.5,0,5.2,0
Creed,2015,133,PG-13,109712885,35000000,USA,Ryan Coogler,Sylvester Stallone,300,13000,15106,70000,73354,1,7.7,1
The Town,2010,150,R,92173235,37000000,USA,Ben Affleck,Jeremy Renner,300,10000,14296,29000,140114,7,7.6,1
What to Expect When You're Expecting,2012,110,PG-13,41102171,40000000,USA,Kirk Jones,Anna Kendrick,100,5000,6698,3500,28633,12,5.7,0
Burn After Reading,2008,96,R,60338891,37000000,USA,Ethan Coen,J.K. Simmons,1000,24000,36093,10000,124234,0,7,1
Nim's Island,2008,96,PG,48006503,37000000,USA,Jennifer Flackett,Gerard Butler,300,18000,18178,10000,14054.5,3,6,1
Rush,2013,123,R,26903709,38000000,UK,Ron Howard,Chris Hemsworth,1800,13000,18603,20750,156314.5,0,8.1,0
Magnolia,1999,188,R,22450975,37000000,USA,Paul Thomas Anderson,Patton Oswalt,100,1000,2500,3250,120515,1,8,0
Cop Out,2010,107,R,44867349,37000000,USA,Kevin Smith,Bruce Willis,300,13000,14483,10000,37673.5,2,5.6,1
How to Be Single,2016,110,R,46813366,38000000,USA,Christian Ditter,Alison Brie,300,2000,5000,15000,19720,4,6.1,1
Dolphin Tale,2011,113,PG,72279690,37000000,USA,Charles Martin Smith,Morgan Freeman,300,11000,14209,10000,8974,5,6.9,1
Twilight,2008,122,PG-13,191449475,37000000,USA,Catherine Hardwicke,Kristen Stewart,308,17000,44060,19000,174003.5,1,5.2,1
John Q,2002,116,PG-13,71026631,36000000,USA,Nick Cassavetes,Denzel Washington,415,18000,20970,10000,49449.5,1,7,1
Blue Streak,1999,93,PG-13,68208190,65000000,USA,Les Mayfield,Peter Greene,300,2000,5000,10000,30286,1,6.3,1
We're the Millers,2013,118,R,150368971,37000000,USA,Rawson Marshall Thurber,Laura-Leigh,300,2000,5000,35000,158335.5,4,7,1
Breakdown,1997,93,R,50129186,36000000,USA,Jonathan Mostow,Kathleen Quinlan,300,2000,5000,10000,19199.5,0,6.9,1
Never Say Never Again,1983,121,PG,55500000,36000000,UK,Irvin Kershner,Bernie Casey,883,2000,5000,10000,24318,3,6.2,1
Hot Tub Time Machine,2010,101,R,50213619,36000000,USA,Steve Pink,Charlie McDermott,300,2000,5000,12000,69592,8,6.4,1
Dolphin Tale 2,2014,107,PG,42019483,36000000,USA,Charles Martin Smith,Morgan Freeman,300,11000,13904,10000,3034.5,0,6.4,1
Reindeer Games,2000,124,R,23360779,34000000,USA,John Frankenheimer,Charlize Theron,100,4500,5419,213,15556.5,0,5.7,0
A Man Apart,2003,109,R,26183197,36000000,USA,F. Gary Gray,Vin Diesel,273,7000,8305.5,2500,19174,0,6.1,0
Aloha,2015,105,PG-13,20991497,37000000,USA,Cameron Crowe,Emma Stone,288,7500,22018.5,2750,19889,1,5.4,0
Ghosts of Mississippi,1996,130,PG-13,13052741,36000000,USA,Rob Reiner,Alexa PenaVega,100,1000,2500,147.75,4265.5,0,6.7,0
Snow Falling on Cedars,1999,127,PG-13,14378353,36000000,USA,Scott Hicks,Rick Yune,100,1000,2500,211.5,6187.5,1,6.8,0
The Rite,2011,114,PG-13,33037754,37000000,USA,Mikael Hσfstr÷m,Anthony Hopkins,100,6000,9952,5750,37932,1,6,0
Gattaca,1997,106,PG-13,12339633,36000000,USA,Andrew Niccol,Blair Underwood,287,1000,2500,4250,110295.5,2,7.8,0
Isn't She Great,2000,95,R,2954405,36000000,USA,Andrew Bergman,Stockard Channing,100,1000,2500,2500,988.5,0,5.3,0
Space Chimps,2008,81,G,30105968,37000000,USA,Kirk De Micco,Cheryl Hines,100,1000,2500,2500,4430,0,4.5,0
Head of State,2003,95,PG-13,37788228,35200000,USA,Chris Rock,Bernie Mac,300,2000,5000,638,7523,1,5.4,1
The Hangover,2009,108,R,277313371,35000000,USA,Todd Phillips,Bradley Cooper,480,14000,17623,24000,291670.5,3,7.8,1
Ip Man 3,2015,105,PG-13,2126511,36000000,Hong Kong,Wilson Yip,Mike Tyson,100,1000,2500,3000,10956,0,7.2,0
Austin Powers: The Spy Who Shagged Me,1999,95,PG-13,205399422,33000000,USA,Jay Roach,Muse Watson,300,45000,47203,10000,90612.5,1,6.6,1
Batman,1989,126,PG-13,251188924,35000000,USA,Tim Burton,Michael Gough,13000,2000,5000,12000,134516.5,0,7.6,1
There Be Dragons,2011,102,PG-13,1068392,36000000,Spain,Roland JoffΘ,Jordi Mollα,396,1000,2500,500,1932.5,0,5.9,0
Lethal Weapon 3,1992,121,R,144731527,35000000,USA,Richard Donner,Rene Russo,503,2000,5000,10000,64005,2,6.7,1
The Blind Side,2009,129,PG-13,255950375,29000000,USA,John Lee Hancock,Catherine Dyer,300,2000,5000,38000,111563.5,0,7.7,1
Spy Kids,2001,88,PG,112692062,35000000,USA,Robert Rodriguez,Alexa PenaVega,300,2000,5000,10000,42162.5,0,5.4,1
Horrible Bosses,2011,106,R,117528646,35000000,USA,Seth Gordon,Kevin Spacey,300,18000,18669,31000,176721,5,6.9,1
True Grit,2010,110,PG-13,171031347,38000000,USA,Ethan Coen,Matt Damon,1000,13000,25964,36000,120481,0,7.7,1
The Devil Wears Prada,2006,109,PG-13,124732962,35000000,USA,David Frankel,Meryl Streep,300,11000,23923,10000,143089,0,6.8,1
Star Trek: The Motion Picture,1979,143,PG,82300000,35000000,USA,Robert Wise,Leonard Nimoy,338,12000,16007,10000,31665,2,6.4,1
Identity Thief,2013,120,R,134455175,35000000,USA,Seth Gordon,Jon Favreau,300,4000,5826,17000,48832,2,5.7,1
Cape Fear,1991,128,R,79100000,35000000,USA,Martin Scorsese,Robert De Niro,17000,22000,24006,10000,63751.5,0,7.3,1
21,2008,123,PG-13,81159365,35000000,USA,Robert Luketic,Kevin Spacey,300,18000,25661,10000,95735,2,6.8,1
Trainwreck,2015,129,R,110008260,35000000,Japan,Judd Apatow,Amy Schumer,300,2000,5000,25000,47120.5,1,6.3,1
Guess Who,2005,105,PG-13,67962333,35000000,USA,Kevin Rodney Sullivan,Bernie Mac,300,2000,5000,919,16943.5,2,5.9,1
The English Patient,1996,162,R,78651430,27000000,USA,Anthony Minghella,Colin Firth,333,14000,15912,10000,71033.5,0,7.4,1
L.A. Confidential,1997,138,R,64604977,35000000,USA,Curtis Hanson,Kevin Spacey,300,18000,19129,11000,207109.5,2,8.3,1
Sky High,2005,100,PG,63939454,35000000,USA,Mike Mitchell,Michael Angarano,300,2000,5000,10000,30660.5,3,6.2,1
In & Out,1997,90,PG-13,63826569,35000000,USA,Frank Oz,Tom Selleck,300,19000,23504,10000,16208,0,6.3,1
Species,1995,108,R,60054449,35000000,USA,Roger Donaldson,Natasha Henstridge,300,2000,5000,10000,30509,0,5.8,1
The Cell,2000,109,R,61280963,33000000,USA,Tarsem Singh,Dylan Baker,763,2000,5000,10000,39938.5,1,6.3,1
The Man in the Iron Mask,1998,132,PG-13,56876365,35000000,USA,Randall Wallace,Leonardo DiCaprio,300,29000,29265,10000,62609.5,1,6.4,1
Secretariat,2010,123,PG,59699513,35000000,USA,Randall Wallace,Scott Glenn,300,2000,5000,10000,10413.5,0,7.2,1
TMNT,2007,87,PG,54132596,34000000,Hong Kong,Kevin Munroe,Chris Evans,300,11000,16571,10000,26893,0,6.3,1
Radio,2003,109,PG,52277485,35000000,USA,Michael Tollin,Alfre Woodard,300,2000,5000,10000,16185,1,6.9,1
Friends with Benefits,2011,109,R,55802754,35000000,USA,Will Gluck,Mila Kunis,300,15000,20956,41000,135114,2,6.6,1
Neighbors 2: Sorority Rising,2016,92,R,55291815,35000000,USA,Nicholas Stoller,Chloδ Grace Moretz,300,17000,17860,10000,14020.5,0,6,1
Saving Mr. Banks,2013,125,PG-13,83299761,35000000,USA,John Lee Hancock,Tom Hanks,300,15000,19809,39000,58859.5,2,7.5,1
Malcolm X,1992,202,PG-13,48169908,33000000,USA,Spike Lee,Denzel Washington,300,18000,20143,10000,31961.5,0,7.7,1
This Is 40,2012,134,R,67523385,35000000,USA,Judd Apatow,Charlyne Yi,300,2000,5000,18000,52002.5,2,6.2,1
Old Dogs,2009,88,PG,49474048,35000000,USA,Walt Becker,Robin Williams,300,49000,53370,10000,15595.5,2,5.4,1
Underworld: Rise of the Lycans,2009,92,R,45802315,35000000,USA,Patrick Tatopoulos,Craig Parker,300,2000,5000,10000,59987,1,6.6,1
License to Wed,2007,91,PG-13,43792641,35000000,USA,Ken Kwapis,Robin Williams,300,49000,52566,913,16078.5,3,5.3,1
The Benchwarmers,2006,75,PG-13,57651794,33000000,USA,Dennis Dugan,Jon Lovitz,300,11000,13125,10000,20325.5,2,5.6,1
Must Love Dogs,2005,98,PG-13,43894863,30000000,USA,Gary David Goldberg,Stockard Channing,300,2000,5000,10000,12941.5,2,5.9,1
Donnie Brasco,1997,147,R,41954997,35000000,USA,Mike Newell,Johnny Depp,300,40000,56014,10000,112561,2,7.8,1
Resident Evil,2002,100,R,39532308,33000000,UK,Paul W.S. Anderson,Milla Jovovich,545,14000,17902,10000,99350.5,0,6.7,1
Poltergeist,1982,120,PG,76600000,10700000,USA,Tobe Hooper,Heather O'Rourke,365,2000,5000,11000,52723,0,7.4,1
The Ladykillers,2004,104,R,39692139,35000000,USA,Ethan Coen,J.K. Simmons,1000,24000,41701,10000,42065.5,1,6.2,1
Max Payne,2008,103,PG-13,40687294,35000000,Canada,John Moore,Mila Kunis,300,15000,16249,10000,53886,1,5.4,1
In Time,2011,109,PG-13,37553932,40000000,USA,Andrew Niccol,Matt Bomer,287,10000,17005.5,13000,152159,2,6.7,0
The Back-up Plan,2010,104,PG-13,37481242,35000000,USA,Alan Poul,Danneel Ackles,300,2000,5000,10000,20327,0,5.3,1
Something Borrowed,2011,112,PG-13,39026186,35000000,USA,Luke Greenfield,Ashley Williams,300,2000,5000,13000,24009.5,4,5.9,1
Black Knight,2001,95,PG-13,33422806,50000000,USA,Gil Junger,Tom Wilkinson,100,1000,2500,2500,15385.5,1,4.8,0
Street Fighter,1994,102,PG-13,33423521,35000000,Japan,Steven E. de Souza,Ming-Na Wen,100,1000,2721.5,2500,26557.5,1,3.8,0
The Pianist,2002,150,R,32519322,35000000,France,Roman Polanski,Emilia Fox,1800,1000,2500,5250,248973,0,8.5,0
From Hell,2001,122,R,31598308,35000000,USA,Albert Hughes,Johnny Depp,100,20000,20818,2500,62382.5,1,6.8,0
The Nativity Story,2006,101,PG,37617947,30000000,USA,Catherine Hardwicke,Keisha Castle-Hughes,308,2000,5000,10000,4071.5,0,6.8,1
House of Wax,2005,108,R,32048809,30000000,Australia,Jaume Collet-Serra,Robert Ri'chard,300,2000,5000,10000,47228,0,5.3,1
Closer,2004,98,R,33987757,27000000,USA,Mike Nichols,Natalie Portman,300,20000,28027,12000,84157,2,7.3,1
J. Edgar,2011,137,R,37304950,35000000,USA,Clint Eastwood,Leonardo DiCaprio,16000,29000,36258,16000,51364,0,6.6,1
Mirrors,2008,112,R,30691439,35000000,USA,Alexandre Aja,Jason Flemyng,100,1000,2500,1250,43102.5,0,6.2,0
Queen of the Damned,2002,101,R,30307804,35000000,USA,Michael Rymer,Aaliyah,100,1000,2500,2500,21995.5,2,5.2,0
Predator 2,1990,103,R,30669413,35000000,USA,Stephen Hopkins,Adam Baldwin,100,1000,2500,2500,52739,0,6.2,0
Untraceable,2008,101,R,28687835,35000000,USA,Gregory Hoblit,Billy Burke,100,1000,2500,2500,20482,1,6.2,0
Blast from the Past,1999,112,PG-13,26494611,35000000,USA,Hugh Wilson,Brendan Fraser,100,1500,2854.5,2500,24310.5,0,6.6,0
Jersey Girl,2004,102,PG-13,25266129,35000000,USA,Kevin Smith,Stephen Root,100,1000,2500,2500,27173,5,6.2,0
Alex Cross,2012,101,PG-13,25863915,35000000,USA,Rob Cohen,Cicely Tyson,157,1000,2500,2750,14128.5,0,5.1,0
